"","permit","fishery","red","king","coho","pink","chum","flounder","mailing","status","city"
"10992",86465,"KENAI",15,0,0,2,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"10993",86466,"KENAI",38,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"10994",86467,"KENAI",34,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"10995",86468,"KENAI",54,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"10996",86470,"KENAI",31,0,0,4,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"10997",86474,"KENAI",65,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"10998",86475,"KENAI",7,0,0,1,0,0,0,"HARVEST REPORTED","DENALI PARK"
"10999",86476,"KENAI",1,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11000",86477,"KENAI",65,0,0,0,0,10,1,"HARVEST REPORTED","ANCHORAGE"
"11001",86478,"KASILOF DIPNET",31,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11002",86479,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11003",86481,"KASILOF DIPNET",30,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"11004",86483,"KENAI",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11005",86484,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11006",86484,"UNKNOWN",16,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11007",86485,"KENAI",12,0,0,0,0,0,2,"HARVEST REPORTED","WASILLA"
"11008",86487,"KENAI",1,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11009",86488,"KASILOF DIPNET",16,0,0,1,0,0,0,"HARVEST REPORTED","NORTH POLE"
"11010",86490,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"11011",86492,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11012",86493,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11013",86495,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11014",86497,"KENAI",9,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"11015",86498,"KASILOF DIPNET",29,0,4,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11016",86499,"KASILOF DIPNET",20,0,0,0,0,3,0,"HARVEST REPORTED","WASILLA"
"11017",86500,"FISH CREEK",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11018",86500,"KASILOF DIPNET",17,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11019",86501,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"11020",86502,"KENAI",20,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11021",86503,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11022",86504,"FISH CREEK",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11023",86504,"KASILOF DIPNET",13,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11024",86505,"KASILOF DIPNET",12,0,0,2,0,0,2,"HARVEST REPORTED","EAGLE RIVER"
"11025",86506,"KASILOF DIPNET",22,0,0,0,0,1,0,"HARVEST REPORTED","WASILLA"
"11026",86507,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11027",86509,"KASILOF DIPNET",40,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11028",86509,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11029",86510,"FISH CREEK",5,0,2,0,0,0,0,"HARVEST REPORTED","PALMER"
"11030",86512,"KASILOF DIPNET",44,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"11031",86514,"KASILOF DIPNET",27,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11032",86514,"KENAI",23,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11033",86516,"KENAI",2,1,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11034",86516,"UNKNOWN",3,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11035",86517,"KENAI",9,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11036",86518,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","STERLING"
"11037",86519,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11038",86520,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11039",86520,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11040",86522,"KENAI",32,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"11041",86523,"KENAI",12,0,0,2,0,0,0,"HARVEST REPORTED","WASILLA"
"11042",86525,"KENAI",29,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"11043",86526,"FISH CREEK",7,0,5,0,0,0,0,"HARVEST REPORTED","PALMER"
"11044",86527,"KASILOF DIPNET",53,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11045",86528,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11046",86529,"KENAI",18,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11047",86531,"KENAI",29,0,0,1,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11048",86532,"KENAI",1,0,0,0,0,2,0,"HARVEST REPORTED","ANCHORAGE"
"11049",86535,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11050",86536,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11051",86538,"KENAI",5,0,0,2,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"11052",86539,"KASILOF DIPNET",36,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11053",86540,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11054",86541,"KENAI",35,0,0,6,0,2,0,"HARVEST REPORTED","ANCHORAGE"
"11055",86543,"KENAI",22,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11056",86544,"KENAI",2,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11057",86545,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"11058",86546,"FISH CREEK",11,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11059",86546,"KASILOF DIPNET",3,0,0,0,0,2,0,"HARVEST REPORTED","WASILLA"
"11060",86547,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11061",86548,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11062",86554,"KENAI",34,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11063",86555,"KASILOF DIPNET",11,0,0,0,0,1,0,"HARVEST REPORTED","JBER"
"11064",86556,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"11065",86559,"KENAI",13,0,0,0,0,0,0,"HARVEST REPORTED","NORTH POLE"
"11066",86560,"KASILOF DIPNET",85,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11067",86561,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11068",86562,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","HEALY"
"11069",86563,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11070",86564,"KASILOF DIPNET",11,0,0,3,0,0,0,"HARVEST REPORTED","NORTH POLE"
"11071",86565,"KENAI",38,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11072",86566,"KASILOF DIPNET",24,0,0,1,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"11073",86568,"KENAI",0,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"11074",86572,"KASILOF DIPNET",45,0,0,0,0,4,0,"HARVEST REPORTED","WASILLA"
"11075",86573,"KENAI",30,0,0,0,0,5,0,"HARVEST REPORTED","PALMER"
"11076",86576,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11077",86577,"KENAI",26,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11078",86579,"FISH CREEK",1,0,0,0,0,1,2,"HARVEST REPORTED","ANCHORAGE"
"11079",86579,"KASILOF DIPNET",5,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11080",86579,"KENAI",7,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11081",86580,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"11082",86581,"KASILOF DIPNET",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11083",86582,"KENAI",9,0,0,2,0,0,1,"HARVEST REPORTED","NORTH POLE"
"11084",86583,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","HOMER"
"11085",86585,"KASILOF DIPNET",32,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11086",86585,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11087",86587,"KENAI",10,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11088",86588,"KASILOF DIPNET",11,0,1,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11089",86589,"KENAI",8,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11090",86590,"KENAI",11,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11091",86591,"KENAI",11,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11092",86593,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11093",86595,"KENAI",15,0,0,1,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11094",86596,"KASILOF DIPNET",34,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"11095",86598,"KASILOF DIPNET",65,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11096",86599,"KENAI",55,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11097",86601,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11098",86602,"KENAI",18,0,1,0,0,0,0,"HARVEST REPORTED","PALMER"
"11099",86603,"KENAI",22,0,0,0,0,0,1,"HARVEST REPORTED","PALMER"
"11100",86605,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"11101",86606,"FISH CREEK",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11102",86607,"KENAI",26,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11103",86608,"KASILOF DIPNET",36,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11104",86610,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11105",86611,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11106",86613,"KENAI",4,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11107",86614,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11108",86615,"KENAI",13,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11109",86616,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11110",86617,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11111",86617,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11112",86618,"KENAI",11,0,0,0,0,1,0,"HARVEST REPORTED","SOLDOTNA"
"11113",86619,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11114",86621,"KENAI",35,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11115",86622,"KENAI",21,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11116",86623,"KENAI",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11117",86624,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11118",86625,"KENAI",6,0,0,7,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11119",86628,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11120",86630,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11121",86632,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11122",86633,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11123",86634,"KENAI",24,0,0,0,1,0,0,"HARVEST REPORTED","WASILLA"
"11124",86635,"KASILOF DIPNET",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11125",86637,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","FT WAINWRIGHT"
"11126",86638,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11127",86639,"KENAI",44,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11128",86640,"FISH CREEK",2,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11129",86640,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11130",86642,"KENAI",44,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11131",86645,"KENAI",33,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11132",86646,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11133",86647,"KENAI",27,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11134",86650,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","STERLING"
"11135",86651,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","KODIAK"
"11136",86652,"KENAI",6,0,0,0,0,5,0,"HARVEST REPORTED","ANCHORAGE"
"11137",86652,"UNKNOWN",10,0,0,0,0,5,0,"HARVEST REPORTED","ANCHORAGE"
"11138",86656,"KASILOF DIPNET",14,0,0,0,0,1,0,"HARVEST REPORTED","HOMER"
"11139",86657,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11140",86658,"KASILOF DIPNET",18,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11141",86658,"KENAI",12,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11142",86661,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11143",86662,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11144",86663,"FISH CREEK",10,0,7,0,0,0,0,"HARVEST REPORTED","PALMER"
"11145",86663,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11146",86664,"KASILOF DIPNET",13,0,0,0,0,0,1,"HARVEST REPORTED","EAGLE RIVER"
"11147",86665,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11148",86666,"KENAI",17,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11149",86668,"KENAI",30,0,0,1,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11150",86670,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11151",86671,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11152",86672,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11153",86673,"KASILOF DIPNET",75,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11154",86674,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11155",86675,"KENAI",44,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11156",86677,"KENAI",11,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11157",86679,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11158",86680,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11159",86681,"KENAI",17,0,0,8,0,0,0,"HARVEST REPORTED","KENAI"
"11160",86682,"FISH CREEK",31,0,4,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11161",86682,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11162",86683,"KENAI",17,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"11163",86684,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11164",86686,"KENAI",8,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"11165",86687,"KENAI",21,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"11166",86689,"KENAI",13,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11167",86690,"KENAI",30,0,0,0,0,0,1,"HARVEST REPORTED","WASILLA"
"11168",86693,"KASILOF DIPNET",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11169",86693,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11170",86694,"KENAI",7,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"11171",86695,"KENAI",55,0,0,0,0,0,0,"HARVEST REPORTED","TALKEETNA"
"11172",86696,"KENAI",23,0,0,0,1,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11173",86697,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11174",86698,"KENAI",7,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11175",86699,"KASILOF DIPNET",4,0,0,1,6,0,0,"HARVEST REPORTED","ANCHORAGE"
"11176",86700,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11177",86701,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11178",86702,"KASILOF DIPNET",17,0,1,0,0,0,0,"HARVEST REPORTED","PALMER"
"11179",86705,"FISH CREEK",3,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11180",86705,"KASILOF DIPNET",14,0,1,0,0,0,0,"HARVEST REPORTED","PALMER"
"11181",86706,"KENAI",42,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11182",86707,"KASILOF DIPNET",16,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11183",86710,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11184",86712,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11185",86714,"KASILOF DIPNET",20,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11186",86714,"KENAI",14,0,0,0,0,10,0,"HARVEST REPORTED","ANCHORAGE"
"11187",86715,"KASILOF DIPNET",21,0,0,2,0,0,0,"HARVEST REPORTED","SUTTON"
"11188",86716,"FISH CREEK",9,0,6,2,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11189",86716,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11190",86717,"KENAI",9,0,0,0,0,0,1,"HARVEST REPORTED","GIRDWOOD"
"11191",86718,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11192",86721,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11193",86722,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11194",86723,"KENAI",33,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11195",86724,"KASILOF DIPNET",10,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"11196",86724,"KASILOF GILLNET",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11197",86726,"KASILOF DIPNET",29,0,0,0,0,0,0,"HARVEST REPORTED","TALKEETNA"
"11198",86727,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","KODIAK"
"11199",86729,"FISH CREEK",2,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11200",86729,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11201",86730,"KASILOF DIPNET",6,0,0,0,1,0,0,"HARVEST REPORTED","ANCHORAGE"
"11202",86731,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11203",86731,"UNKNOWN",12,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11204",86735,"KENAI",37,0,0,1,0,0,0,"HARVEST REPORTED","NENANA"
"11205",86736,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11206",86737,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11207",86738,"KENAI",2,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11208",86739,"KENAI",18,0,0,0,0,0,0,"HARVEST REPORTED","WILLOW"
"11209",86741,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11210",86744,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11211",86745,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"11212",86748,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11213",86749,"KASILOF DIPNET",22,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11214",86750,"KASILOF DIPNET",4,0,0,1,0,1,0,"HARVEST REPORTED","SOLDOTNA"
"11215",86750,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11216",86751,"KENAI",37,0,0,6,0,0,0,"HARVEST REPORTED","CHUGIAK"
"11217",86752,"KENAI",22,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11218",86753,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11219",86755,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11220",86756,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11221",86757,"KENAI",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11222",86758,"KENAI",12,0,0,1,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"11223",86759,"KENAI",13,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11224",86760,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11225",86762,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11226",86766,"KENAI",23,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11227",86767,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11228",86769,"KENAI",19,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11229",86770,"KENAI",9,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11230",86771,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11231",86772,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11232",86773,"KASILOF DIPNET",3,0,0,0,0,0,1,"HARVEST REPORTED","PALMER"
"11233",86774,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11234",86775,"KENAI",10,0,0,2,0,0,0,"HARVEST REPORTED","WASILLA"
"11235",86777,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"11236",86778,"KENAI",34,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11237",86780,"KENAI",40,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11238",86780,"UNKNOWN",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11239",86783,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11240",86784,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11241",86785,"KENAI",18,0,0,0,0,3,0,"HARVEST REPORTED","ANCHORAGE"
"11242",86786,"KENAI",39,0,0,1,0,1,0,"HARVEST REPORTED","WASILLA"
"11243",86787,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11244",86791,"KENAI",65,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11245",86792,"KENAI",0,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"11246",86794,"KENAI",31,0,0,9,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"11247",86795,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11248",86796,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11249",86797,"KENAI",13,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"11250",86798,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11251",86799,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11252",86803,"KENAI",28,0,0,2,0,0,0,"HARVEST REPORTED","PALMER"
"11253",86804,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11254",86805,"KENAI",52,0,0,2,0,1,0,"HARVEST REPORTED","EAGLE RIVER"
"11255",86806,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"11256",86807,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11257",86808,"KASILOF DIPNET",16,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11258",86808,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11259",86809,"KENAI",13,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"11260",86810,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"11261",86811,"KENAI",55,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"11262",86812,"KENAI",33,0,2,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11263",86813,"KENAI",34,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11264",86815,"KENAI",31,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11265",86816,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"11266",86818,"KASILOF DIPNET",28,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11267",86819,"KASILOF DIPNET",45,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"11268",86820,"KENAI",14,0,0,2,0,0,0,"HARVEST REPORTED","STERLING"
"11269",86821,"KENAI",22,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"11270",86824,"KASILOF DIPNET",9,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11271",86824,"KENAI",23,0,0,4,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"11272",86826,"KENAI",17,0,0,7,0,0,0,"HARVEST REPORTED","FAIRBANKS"
