gear_mark,section_mark,len_mark,tag,section_recap,len_recap,gear_recap,mark,recap,both_events
NA,NA,NA,,3,264,Gill Net,0,1,0
NA,NA,NA,,3,252,Gill Net,0,1,0
NA,NA,NA,,3,232,Gill Net,0,1,0
NA,NA,NA,,3,240,Gill Net,0,1,0
NA,NA,NA,,3,221,Gill Net,0,1,0
NA,NA,NA,,3,250,Gill Net,0,1,0
NA,NA,NA,,3,229,Gill Net,0,1,0
NA,NA,NA,,3,240,Gill Net,0,1,0
NA,NA,NA,,3,234,Gill Net,0,1,0
NA,NA,NA,,3,254,Gill Net,0,1,0
NA,NA,NA,,3,236,Gill Net,0,1,0
NA,NA,NA,,3,231,Gill Net,0,1,0
NA,NA,NA,,3,219,Gill Net,0,1,0
NA,NA,NA,,4,405,Gill Net,0,1,0
NA,NA,NA,,4,409,Gill Net,0,1,0
NA,NA,NA,,4,416,Gill Net,0,1,0
NA,NA,NA,,4,360,Gill Net,0,1,0
NA,NA,NA,,4,392,Gill Net,0,1,0
NA,NA,NA,,4,340,Gill Net,0,1,0
NA,NA,NA,,4,327,Gill Net,0,1,0
NA,NA,NA,,4,253,Gill Net,0,1,0
NA,NA,NA,,4,327,Gill Net,0,1,0
NA,NA,NA,,4,340,Gill Net,0,1,0
NA,NA,NA,,4,308,Gill Net,0,1,0
NA,NA,NA,,4,409,Gill Net,0,1,0
NA,NA,NA,,4,418,Gill Net,0,1,0
NA,NA,NA,,4,272,Gill Net,0,1,0
NA,NA,NA,,4,317,Gill Net,0,1,0
NA,NA,NA,,4,320,Gill Net,0,1,0
NA,NA,NA,,4,296,Gill Net,0,1,0
NA,NA,NA,,4,457,Gill Net,0,1,0
NA,NA,NA,,4,330,Gill Net,0,1,0
NA,NA,NA,,4,392,Gill Net,0,1,0
NA,NA,NA,,4,323,Gill Net,0,1,0
NA,NA,NA,,4,322,Gill Net,0,1,0
NA,NA,NA,,4,223,Gill Net,0,1,0
NA,NA,NA,,4,373,Gill Net,0,1,0
NA,NA,NA,,4,419,Gill Net,0,1,0
NA,NA,NA,,4,254,Gill Net,0,1,0
NA,NA,NA,,4,278,Gill Net,0,1,0
NA,NA,NA,,4,335,Gill Net,0,1,0
NA,NA,NA,,4,327,Gill Net,0,1,0
NA,NA,NA,,4,272,Gill Net,0,1,0
NA,NA,NA,,4,333,Gill Net,0,1,0
NA,NA,NA,,4,222,Gill Net,0,1,0
NA,NA,NA,,4,444,Gill Net,0,1,0
NA,NA,NA,,4,226,Gill Net,0,1,0
NA,NA,NA,,4,217,Gill Net,0,1,0
NA,NA,NA,,4,231,Gill Net,0,1,0
NA,NA,NA,,4,262,Gill Net,0,1,0
NA,NA,NA,,4,217,Gill Net,0,1,0
NA,NA,NA,,4,231,Gill Net,0,1,0
NA,NA,NA,,4,230,Gill Net,0,1,0
NA,NA,NA,,4,309,Gill Net,0,1,0
NA,NA,NA,,4,194,Gill Net,0,1,0
NA,NA,NA,,4,397,Gill Net,0,1,0
NA,NA,NA,,4,363,Gill Net,0,1,0
NA,NA,NA,,4,240,Gill Net,0,1,0
NA,NA,NA,,6,323,Gill Net,0,1,0
NA,NA,NA,,6,341,Gill Net,0,1,0
NA,NA,NA,,6,270,Gill Net,0,1,0
NA,NA,NA,,6,275,Gill Net,0,1,0
NA,NA,NA,,6,304,Gill Net,0,1,0
NA,NA,NA,,6,345,Gill Net,0,1,0
NA,NA,NA,,6,310,Gill Net,0,1,0
NA,NA,NA,,6,289,Gill Net,0,1,0
NA,NA,NA,,6,360,Gill Net,0,1,0
NA,NA,NA,,6,346,Gill Net,0,1,0
NA,NA,NA,,6,304,Gill Net,0,1,0
NA,NA,NA,,6,305,Gill Net,0,1,0
NA,NA,NA,,6,317,Gill Net,0,1,0
NA,NA,NA,,6,357,Gill Net,0,1,0
NA,NA,NA,,6,279,Gill Net,0,1,0
NA,NA,NA,,6,251,Gill Net,0,1,0
NA,NA,NA,,6,309,Gill Net,0,1,0
NA,NA,NA,,6,350,Gill Net,0,1,0
NA,NA,NA,,6,245,Gill Net,0,1,0
NA,NA,NA,,6,215,Gill Net,0,1,0
NA,NA,NA,,6,326,Gill Net,0,1,0
NA,NA,NA,,6,326,Gill Net,0,1,0
NA,NA,NA,,6,250,Gill Net,0,1,0
NA,NA,NA,,6,301,Gill Net,0,1,0
NA,NA,NA,,6,250,Gill Net,0,1,0
NA,NA,NA,,6,223,Gill Net,0,1,0
NA,NA,NA,,6,316,Gill Net,0,1,0
NA,NA,NA,,6,296,Gill Net,0,1,0
NA,NA,NA,,6,280,Gill Net,0,1,0
NA,NA,NA,,6,234,Gill Net,0,1,0
NA,NA,NA,,6,325,Gill Net,0,1,0
NA,NA,NA,,6,246,Gill Net,0,1,0
NA,NA,NA,,6,285,Gill Net,0,1,0
NA,NA,NA,,6,256,Gill Net,0,1,0
NA,NA,NA,,6,346,Gill Net,0,1,0
NA,NA,NA,,6,274,Gill Net,0,1,0
NA,NA,NA,,6,256,Gill Net,0,1,0
NA,NA,NA,,6,321,Gill Net,0,1,0
NA,NA,NA,,6,281,Gill Net,0,1,0
NA,NA,NA,,6,315,Gill Net,0,1,0
NA,NA,NA,,6,245,Gill Net,0,1,0
NA,NA,NA,,6,239,Gill Net,0,1,0
NA,NA,NA,,6,341,Gill Net,0,1,0
NA,NA,NA,,6,293,Gill Net,0,1,0
NA,NA,NA,,6,287,Gill Net,0,1,0
NA,NA,NA,,6,267,Gill Net,0,1,0
NA,NA,NA,,6,258,Gill Net,0,1,0
NA,NA,NA,,6,312,Gill Net,0,1,0
NA,NA,NA,,6,260,Gill Net,0,1,0
NA,NA,NA,,6,272,Gill Net,0,1,0
NA,NA,NA,,6,299,Gill Net,0,1,0
NA,NA,NA,,6,255,Gill Net,0,1,0
NA,NA,NA,,6,323,Gill Net,0,1,0
NA,NA,NA,,6,300,Gill Net,0,1,0
NA,NA,NA,,6,323,Gill Net,0,1,0
NA,NA,NA,,6,273,Gill Net,0,1,0
NA,NA,NA,,6,325,Gill Net,0,1,0
NA,NA,NA,,6,325,Gill Net,0,1,0
NA,NA,NA,,6,283,Gill Net,0,1,0
NA,NA,NA,,6,290,Gill Net,0,1,0
NA,NA,NA,,6,279,Gill Net,0,1,0
NA,NA,NA,,6,250,Gill Net,0,1,0
NA,NA,NA,,6,264,Gill Net,0,1,0
NA,NA,NA,,6,230,Gill Net,0,1,0
NA,NA,NA,,6,286,Gill Net,0,1,0
NA,NA,NA,,6,286,Gill Net,0,1,0
NA,NA,NA,,6,213,Gill Net,0,1,0
NA,NA,NA,,5,474,Gill Net,0,1,0
NA,NA,NA,,5,397,Gill Net,0,1,0
NA,NA,NA,,5,383,Gill Net,0,1,0
NA,NA,NA,,5,319,Gill Net,0,1,0
NA,NA,NA,,5,366,Gill Net,0,1,0
NA,NA,NA,,5,264,Gill Net,0,1,0
NA,NA,NA,,5,243,Gill Net,0,1,0
NA,NA,NA,,5,246,Gill Net,0,1,0
NA,NA,NA,,5,282,Gill Net,0,1,0
NA,NA,NA,,5,245,Gill Net,0,1,0
NA,NA,NA,,5,235,Gill Net,0,1,0
NA,NA,NA,,5,286,Gill Net,0,1,0
NA,NA,NA,,5,232,Gill Net,0,1,0
NA,NA,NA,,5,222,Gill Net,0,1,0
NA,NA,NA,,5,235,Gill Net,0,1,0
NA,NA,NA,,5,235,Gill Net,0,1,0
