"","permit","harvdate","red","king","coho","pink","chum","flounder","fishery","effort_days","city","familysi","allowed","mailing","status","region_number","region_code","area_name"
"8826",18865,2018-07-18,0,0,0,0,0,0,"KENAI",1,"HEALY",2,35,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"8827",18870,2018-07-17,75,0,0,2,0,5,"KENAI",1,"",9,105,0,"HARVEST REPORTED",NA,NA,NA
"8828",18872,2018-07-21,19,0,0,3,0,0,"KENAI",1,"NINILCHIK",2,35,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8829",18873,2018-07-20,10,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",1,25,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"8830",18874,2018-07-19,1,0,0,0,0,0,"KASILOF DIPNET",1,"NINILCHIK",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8831",18874,2018-07-30,11,0,0,1,0,0,"KASILOF DIPNET",1,"NINILCHIK",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8832",18874,2018-07-31,22,0,0,0,0,0,"KASILOF DIPNET",1,"NINILCHIK",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8833",18877,2018-07-20,2,0,0,0,0,0,"KENAI",1,"ANCHOR POINT",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8834",18878,2018-07-20,35,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8835",18881,2018-07-23,10,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"8836",18884,2018-07-30,0,0,0,0,0,0,"KENAI",1,"ANCHOR POINT",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8837",18887,2018-07-23,11,0,0,0,0,0,"KENAI",1,"GIRDWOOD",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8838",18888,2018-07-14,12,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHOR POINT",2,35,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8839",18889,2018-08-03,9,0,0,1,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,1,"HARVEST REPORTED",2,"L","Anchorage"
"8840",18889,2018-08-04,16,0,0,1,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,1,"HARVEST REPORTED",2,"L","Anchorage"
"8841",18891,2018-07-17,10,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,2,"HARVEST REPORTED",2,"L","Anchorage"
"8842",18892,2018-07-10,3,0,0,0,0,0,"KENAI",1,"NINILCHIK",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8843",18893,2018-07-20,12,0,0,0,0,0,"KENAI",1,"ANCHOR POINT",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8844",18894,2018-07-24,2,0,0,0,0,0,"KENAI",1,"NORTH POLE",2,35,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"8845",18894,2018-07-25,1,0,0,0,0,2,"KENAI",1,"NORTH POLE",2,35,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"8846",18895,2018-07-21,0,0,0,0,0,0,"KENAI",1,"ANCHOR POINT",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8847",18895,2018-07-22,0,0,0,0,0,0,"KENAI",1,"ANCHOR POINT",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8848",18896,2018-07-25,21,0,0,0,0,4,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8849",18896,2018-07-28,1,0,0,0,0,0,"FISH CREEK",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8850",18896,2018-07-30,12,0,0,1,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8851",18901,2018-07-30,15,0,0,1,0,0,"KASILOF DIPNET",1,"NINILCHIK",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8852",18903,2018-08-06,28,0,0,2,0,0,"KASILOF DIPNET",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8853",18904,2018-08-07,9,0,0,3,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage"
"8854",19202,2018-07-05,3,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8855",19202,2018-07-08,13,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8856",19203,2018-07-06,7,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"8857",19203,2018-07-21,4,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"8858",19203,2018-07-24,11,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"8859",19203,2018-07-25,13,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"8860",19281,2018-07-29,8,0,0,3,0,0,"KENAI",1,"HOMER",6,75,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8861",19281,2018-08-05,7,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",6,75,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8862",19285,2018-07-22,11,0,0,4,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8863",19287,2018-07-25,21,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8864",19289,2018-07-23,7,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8865",19290,2018-07-17,15,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,2,"HARVEST REPORTED",2,"L","Anchorage"
"8866",19297,2018-07-26,4,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8867",19298,2018-07-20,0,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8868",19298,2018-07-21,5,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8869",19298,2018-07-22,0,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8870",19300,2018-07-21,26,0,5,0,0,0,"KENAI",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8871",19303,2018-07-10,12,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8872",19303,2018-07-13,9,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8873",19303,2018-07-14,1,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8874",19303,2018-07-18,26,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8875",19305,2018-06-22,1,0,0,0,0,0,"KASILOF GILLNET",1,"HOMER",3,45,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8876",19306,2018-07-10,8,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8877",19306,2018-07-11,10,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8878",19306,2018-07-18,10,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8879",19306,2018-07-24,15,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8880",19308,2018-07-06,7,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8881",19308,2018-07-09,9,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8882",19309,2018-07-20,2,0,0,0,0,0,"KENAI",1,"ANCHOR POINT",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8883",19310,2018-07-24,8,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8884",19311,2018-07-25,4,0,0,0,0,0,"KENAI",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8885",19313,2018-07-05,3,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8886",19313,2018-07-17,10,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8887",19313,2018-07-22,7,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8888",19314,2018-07-05,3,0,0,0,0,0,"KASILOF DIPNET",1,"DOUGLAS",4,55,0,"HARVEST REPORTED",NA,NA,NA
"8889",19314,2018-07-17,10,0,0,0,0,0,"KASILOF DIPNET",1,"DOUGLAS",4,55,0,"HARVEST REPORTED",NA,NA,NA
"8890",19314,2018-07-22,7,0,0,0,0,0,"KASILOF DIPNET",1,"DOUGLAS",4,55,0,"HARVEST REPORTED",NA,NA,NA
"8891",19315,2018-07-22,13,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8892",19317,2018-06-07,6,0,0,0,0,0,"KENAI",1,"HOMER",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8893",19319,2018-07-13,0,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8894",19321,2018-07-10,5,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHOR POINT",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8895",19323,2018-07-14,14,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8896",19323,2018-07-17,11,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8897",19323,2018-07-19,9,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8898",19323,2018-07-21,21,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8899",19324,2018-07-13,15,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8900",19324,2018-07-14,3,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8901",19325,2018-07-13,0,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8902",19326,2018-07-23,4,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8903",19327,2018-07-19,13,0,0,2,0,0,"KENAI",1,"FRITZ CREEK",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8904",19328,2018-07-15,2,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8905",19329,2018-07-15,3,0,0,0,0,0,"KENAI",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8906",19329,2018-07-16,0,0,0,0,0,0,"KENAI",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8907",19331,2018-07-16,0,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8908",19331,2018-07-17,6,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8909",19334,2018-07-16,3,0,0,0,0,0,"KENAI",1,"HOMER",4,55,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8910",19335,2018-07-16,5,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8911",19337,2018-07-01,40,0,0,1,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8912",19339,2018-07-16,22,0,0,0,0,0,"KENAI",1,"DELTA JUNCTION",7,85,2,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"8913",19340,2018-06-17,25,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,2,"HARVEST REPORTED",2,"L","Anchorage"
"8914",19346,2018-07-19,21,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"8915",19350,2018-07-28,2,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8916",19350,2018-07-29,5,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8917",19350,2018-07-30,3,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8918",19351,2018-07-28,8,0,0,0,0,0,"KASILOF DIPNET",1,"FRITZ CREEK",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8919",19351,2018-07-29,9,0,0,0,1,0,"KASILOF DIPNET",1,"FRITZ CREEK",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8920",19397,2018-07-21,0,0,0,1,0,0,"KENAI",1,"HOMER",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8921",19397,2018-07-22,0,0,0,0,1,0,"KENAI",1,"HOMER",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8922",19398,2018-07-22,0,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8923",19399,2018-07-19,40,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8924",19401,2018-06-16,4,0,0,0,0,0,"KASILOF GILLNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8925",19401,2018-06-17,7,0,0,0,0,0,"KASILOF GILLNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8926",19402,2018-07-25,0,0,0,0,0,0,"KENAI",1,"HOMER",3,45,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8927",19403,2018-07-22,3,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8928",19404,2018-07-15,2,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8929",19404,2018-07-17,33,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8930",19405,2018-06-18,8,0,0,0,0,0,"KASILOF GILLNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8931",19405,2018-06-19,7,0,0,0,0,0,"KASILOF GILLNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8932",19405,2018-06-20,16,0,0,0,0,0,"KASILOF GILLNET",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8933",19406,2018-06-23,18,0,0,0,0,0,"KASILOF GILLNET",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"8934",19407,2018-07-15,5,0,0,0,0,0,"KENAI",1,"HOMER",2,35,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8935",19409,2018-06-26,1,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8936",19409,2018-07-12,7,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8937",19409,2018-07-16,4,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8938",19410,2018-07-18,10,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8939",19410,2018-07-19,3,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8940",19410,2018-07-20,11,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8941",19411,2018-07-20,32,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8942",19415,2018-07-04,2,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8943",19415,2018-07-05,13,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8944",19415,2018-07-06,10,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8945",19418,2018-07-08,2,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8946",19418,2018-07-20,12,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8947",19418,2018-07-21,13,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8948",19418,2018-07-24,18,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8949",19418,2018-08-05,10,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8950",19423,2018-07-10,6,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8951",19423,2018-07-11,14,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8952",19428,2018-07-13,3,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",6,75,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"8953",19428,2018-07-17,34,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",6,75,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"8954",19429,2018-07-15,4,0,0,0,0,0,"KENAI",1,"FRITZ CREEK",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8955",19432,2018-07-15,2,0,0,0,0,0,"KASILOF DIPNET",1,"FRITZ CREEK",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8956",19432,2018-07-16,4,0,0,0,0,0,"KASILOF DIPNET",1,"FRITZ CREEK",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8957",19433,2018-07-23,45,0,0,0,0,0,"KENAI",1,"HOMER",3,45,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8958",19434,2018-07-19,65,0,0,0,0,0,"KENAI",1,"HOMER",5,65,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8959",19435,2018-08-03,7,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8960",19435,2018-08-04,18,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8961",19436,2018-07-14,4,0,0,0,0,0,"KENAI",1,"HOMER",2,35,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8962",19438,2018-07-01,7,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8963",19440,2018-07-18,2,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8964",19440,2018-07-19,1,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8965",19440,2018-07-20,21,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8966",19440,2018-07-21,0,0,0,0,0,0,"KENAI",1,"HOMER",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8967",19441,2018-07-27,6,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8968",19447,2018-06-18,14,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"8969",19448,2018-07-18,3,0,0,0,0,0,"KENAI",1,"HOMER",2,35,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8970",19449,2018-07-23,16,0,0,0,0,0,"KENAI",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8971",19450,2018-07-18,14,0,0,0,0,0,"KENAI",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8972",19450,2018-07-23,42,0,0,0,0,0,"KENAI",1,"HOMER",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8973",19452,2018-07-20,16,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8974",19452,2018-07-23,0,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8975",19454,2018-07-25,9,0,0,1,0,0,"KENAI",1,"WASILLA",3,45,1,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"8976",19455,2018-07-25,19,0,0,5,0,0,"KENAI",1,"HOMER",2,35,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8977",19456,2018-07-20,14,0,1,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8978",19456,2018-07-21,1,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8979",19456,2018-07-26,1,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8980",19456,2018-07-27,2,0,0,0,0,0,"KENAI",1,"HOMER",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8981",19459,2018-07-23,2,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8982",19459,2018-07-24,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8983",19459,2018-07-25,3,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8984",19459,2018-07-26,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8985",19459,2018-07-27,4,0,0,2,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"8986",19462,2018-07-23,0,0,0,0,0,0,"KENAI",1,"FRITZ CREEK",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8987",19467,2018-08-01,2,0,0,0,0,0,"KENAI",1,"HOMER",2,35,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8988",19469,2018-07-29,27,0,0,4,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"8989",19470,2018-08-02,20,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",1,25,1,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8990",20001,2018-07-24,20,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"8991",20002,2018-07-30,0,0,0,0,0,0,"KENAI",1,"HOMER",1,25,2,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8992",20004,2018-07-24,11,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8993",20006,2018-07-24,5,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8994",20006,2018-07-25,3,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8995",20006,2018-07-26,8,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8996",20007,2018-07-29,17,0,0,0,0,0,"KENAI",1,"HOMER",3,45,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8997",20009,2018-07-26,8,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8998",20009,2018-08-03,11,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"8999",20013,2018-07-30,25,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",3,45,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"9000",20016,2018-08-04,5,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"9001",20100,2018-07-25,9,0,1,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"9002",20100,2018-07-26,4,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"9003",20102,2018-06-29,1,0,0,0,0,0,"KASILOF DIPNET",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"9004",20102,2018-07-17,7,0,0,0,0,0,"KENAI",1,"HOMER",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
