"","permit","harvdate","red","king","coho","pink","chum","flounder","fishery","effort_days","city","familysi","allowed","mailing","status","region_number","region_code","area_name"
"21560",87874,2018-07-20,14,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21561",87874,2018-07-21,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21562",87875,2018-07-23,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21563",87875,2018-07-24,1,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21564",87879,2018-07-27,7,0,0,1,0,0,"FISH CREEK",1,"WASILLA",3,45,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21565",87880,2018-07-22,2,0,0,0,0,0,"KASILOF DIPNET",1,"GIRDWOOD",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21566",87881,2018-07-21,0,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21567",87884,2018-07-19,18,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21568",87886,2018-07-14,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21569",87886,2018-07-15,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21570",87889,2018-07-20,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21571",87889,2018-07-24,12,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21572",87889,2018-07-25,3,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21573",87890,2018-07-23,14,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21574",87890,2018-07-24,13,0,0,1,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21575",87891,2018-07-21,5,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21576",87893,2018-07-20,9,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21577",87893,2018-07-21,7,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21578",87894,2018-07-21,11,0,0,0,0,0,"KENAI",1,"PALMER",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21579",87894,2018-07-22,13,0,0,0,0,0,"KENAI",1,"PALMER",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21580",87894,2018-07-23,7,0,0,0,0,0,"KENAI",1,"PALMER",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21581",87894,2018-07-24,4,0,0,0,0,0,"KENAI",1,"PALMER",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21582",87895,2018-07-20,11,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21583",87896,2018-07-19,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21584",87898,2018-07-18,7,0,0,0,0,0,"KENAI",1,"WASILLA",5,65,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21585",87898,2018-07-19,13,0,0,0,0,0,"KENAI",1,"WASILLA",5,65,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21586",87899,2018-07-20,40,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21587",87900,2018-07-19,12,0,0,0,0,0,"KENAI",1,"JBER",4,55,0,"HARVEST REPORTED",NA,NA,NA
"21588",87900,2018-07-20,11,0,0,0,0,0,"KENAI",1,"JBER",4,55,0,"HARVEST REPORTED",NA,NA,NA
"21589",87900,2018-07-22,3,0,0,0,0,0,"KENAI",1,"JBER",4,55,0,"HARVEST REPORTED",NA,NA,NA
"21590",87901,2018-07-20,8,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21591",87901,2018-07-21,10,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21592",87901,2018-07-22,7,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21593",87902,2018-07-21,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21594",87903,2018-07-20,0,0,0,0,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21595",87903,2018-07-21,0,0,0,0,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21596",87904,2018-07-20,6,0,0,0,0,0,"KENAI",1,"WASILLA",4,55,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21597",87904,2018-07-21,10,0,0,0,0,1,"KENAI",1,"WASILLA",4,55,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21598",87905,2018-07-19,14,0,0,0,0,0,"KENAI",1,"KENAI",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21599",87905,2018-07-28,6,0,0,0,0,0,"KASILOF DIPNET",1,"KENAI",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21600",87906,2018-07-19,35,0,0,0,7,0,"KENAI",1,"PALMER",4,55,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21601",87906,2018-07-20,4,0,0,0,0,0,"KENAI",1,"PALMER",4,55,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21602",87907,2018-07-19,4,0,0,0,0,0,"KENAI",1,"WASILLA",1,25,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21603",87907,2018-07-20,3,0,0,0,0,0,"KENAI",1,"WASILLA",1,25,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21604",87907,2018-07-21,3,0,0,0,0,0,"KENAI",1,"WASILLA",1,25,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21605",87909,2018-07-20,35,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21606",87911,2018-07-19,16,0,0,0,0,0,"KENAI",1,"PALMER",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21607",87913,2018-07-20,30,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21608",87913,2018-07-21,10,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21609",87914,2018-07-16,2,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21610",87914,2018-07-17,6,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21611",87914,2018-07-19,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21612",87914,2018-07-20,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21613",87915,2018-07-20,14,0,0,0,0,0,"KENAI",1,"PALMER",4,55,1,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21614",87915,2018-07-24,4,0,0,0,0,0,"FISH CREEK",1,"PALMER",4,55,1,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21615",87916,2018-07-14,13,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21616",87916,2018-07-21,15,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21617",87917,2018-07-20,10,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21618",87918,2018-07-22,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",7,85,0,"HARVEST REPORTED",2,"L","Anchorage"
"21619",87918,2018-07-23,2,0,0,0,0,0,"KENAI",1,"ANCHORAGE",7,85,0,"HARVEST REPORTED",2,"L","Anchorage"
"21620",87918,2018-07-24,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",7,85,0,"HARVEST REPORTED",2,"L","Anchorage"
"21621",87919,2018-07-19,11,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21622",87920,2018-07-21,10,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21623",87921,2018-07-20,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21624",87922,2018-07-21,0,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21625",87922,2018-07-28,20,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21626",87923,2018-07-21,5,0,0,1,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21627",87923,2018-07-22,4,0,1,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21628",87923,2018-08-05,6,0,2,2,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21629",87923,2018-08-06,8,0,5,1,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21630",87926,2018-07-19,4,0,0,0,0,0,"KENAI",1,"ANCHORAGE",6,75,1,"HARVEST REPORTED",2,"L","Anchorage"
"21631",87927,2018-07-22,6,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21632",87929,2018-07-21,2,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21633",87929,2018-07-22,4,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21634",87930,2018-07-24,3,0,0,2,0,1,"KASILOF DIPNET",1,"WASILLA",1,25,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21635",87931,2018-07-25,11,0,0,3,0,2,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21636",87932,2018-07-28,7,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21637",87933,2018-07-21,1,0,0,2,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21638",87933,2018-07-22,3,0,0,1,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21639",87933,2018-07-28,7,0,0,2,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21640",87934,2018-07-19,20,0,0,0,0,0,"KENAI",1,"SELDOVIA",2,35,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21641",87935,2018-07-20,23,0,1,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21642",87939,2018-07-20,0,0,0,0,0,0,"KENAI",1,"NORTH POLE",4,55,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"21643",87941,2018-07-20,6,0,0,0,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21644",87941,2018-07-21,10,0,0,0,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21645",87941,2018-07-22,9,0,0,0,0,0,"KENAI",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21646",87944,2018-07-22,5,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21647",87944,2018-07-23,9,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21648",87944,2018-07-24,5,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21649",87944,2018-07-28,11,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21650",87945,2018-07-20,23,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21651",87945,2018-07-21,11,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21652",87946,2018-07-22,42,0,0,0,0,0,"KENAI",1,"CHUGIAK",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21653",87949,2018-07-20,10,0,0,0,0,0,"KENAI",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21654",87949,2018-07-21,5,0,0,1,0,0,"KENAI",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21655",87949,2018-07-22,10,0,0,0,0,0,"KENAI",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21656",87950,2018-07-20,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21657",87950,2018-07-21,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21658",87951,2018-07-24,2,0,0,1,0,0,"KENAI",1,"WASILLA",3,45,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21659",87951,2018-07-26,0,0,0,0,0,0,"FISH CREEK",1,"WASILLA",3,45,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21660",87952,2018-07-21,0,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21661",87952,2018-07-22,2,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21662",87952,2018-07-25,0,0,0,0,0,0,"FISH CREEK",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21663",87952,2018-07-26,0,0,0,0,0,0,"FISH CREEK",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21664",87952,2018-07-27,0,0,0,0,0,0,"FISH CREEK",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21665",87952,2018-07-29,0,0,0,0,0,0,"FISH CREEK",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21666",87952,2018-07-30,1,0,0,0,0,0,"FISH CREEK",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21667",87952,2018-08-03,15,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21668",87952,2018-08-04,16,0,0,0,0,0,"KASILOF DIPNET",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21669",87953,2018-07-19,25,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage"
"21670",87953,2018-07-20,27,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage"
"21671",87954,2018-07-19,3,0,0,0,0,0,"KENAI",1,"SOLDOTNA",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21672",87955,2018-07-19,4,0,0,0,0,0,"KENAI",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21673",87955,2018-07-23,4,0,0,3,0,0,"KENAI",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21674",87956,2018-07-19,20,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21675",87957,2018-07-24,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21676",87957,2018-07-25,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21677",87960,2018-07-20,20,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",8,95,0,"HARVEST REPORTED",2,"L","Anchorage"
"21678",87960,2018-07-21,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",8,95,0,"HARVEST REPORTED",2,"L","Anchorage"
"21679",87961,2018-07-20,5,0,0,0,0,2,"KENAI",1,"DELTA JUNCTION",9,105,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"21680",87961,2018-07-21,1,0,0,0,0,1,"KENAI",1,"DELTA JUNCTION",9,105,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"21681",87962,2018-07-18,8,0,0,0,0,0,"KENAI",1,"PALMER",8,95,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21682",87962,2018-07-19,12,0,0,0,0,0,"KENAI",1,"PALMER",8,95,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21683",87962,2018-07-20,14,0,0,0,0,0,"KENAI",1,"PALMER",8,95,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21684",87965,2018-07-19,10,0,0,0,0,0,"KENAI",1,"BIG LAKE",3,45,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21685",87966,2018-07-24,20,0,0,0,0,0,"KASILOF DIPNET",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21686",87966,2018-07-25,10,0,0,0,0,0,"KASILOF DIPNET",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21687",87968,2018-07-21,2,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21688",87969,2018-07-20,8,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21689",87969,2018-07-28,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21690",87971,2018-07-19,20,0,0,4,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21691",87971,2018-07-20,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21692",87972,2018-07-23,39,0,0,1,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21693",87973,2018-07-19,17,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21694",87975,2018-07-20,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21695",87975,2018-07-27,9,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21696",87976,2018-07-20,15,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,2,"HARVEST REPORTED",2,"L","Anchorage"
"21697",87977,2018-07-19,5,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21698",87977,2018-07-20,30,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21699",87978,2018-07-20,30,0,0,0,0,0,"KENAI",1,"CHUGIAK",6,75,0,"HARVEST REPORTED",2,"L","Anchorage"
"21700",87979,2018-07-20,8,0,0,0,0,0,"KENAI",1,"WASILLA",4,55,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21701",87979,2018-07-22,8,0,0,0,0,0,"KENAI",1,"WASILLA",4,55,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21702",87980,2018-07-20,7,0,0,0,0,0,"KENAI",1,"KENAI",4,55,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21703",87981,2018-07-20,6,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21704",87983,2018-07-20,41,0,0,0,0,0,"KENAI",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21705",87984,2018-07-16,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21706",87985,2018-07-21,5,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21707",87986,2018-07-20,1,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21708",87986,2018-07-21,0,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21709",87986,2018-07-31,4,0,8,0,0,0,"FISH CREEK",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21710",87987,2018-07-21,20,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,1,"HARVEST REPORTED",2,"L","Anchorage"
"21711",87988,2018-07-20,3,0,0,0,0,0,"KENAI",1,"KENAI",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21712",87988,2018-07-21,3,0,0,0,0,0,"KENAI",1,"KENAI",1,25,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21713",87991,2018-07-20,45,0,0,0,0,0,"KENAI",1,"FAIRBANKS",3,45,0,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"21714",87993,2018-07-20,19,0,0,0,0,0,"KASILOF DIPNET",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21715",87993,2018-07-21,9,0,0,0,0,0,"KASILOF DIPNET",1,"CHUGIAK",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21716",87995,2018-07-25,21,0,0,0,0,0,"FISH CREEK",1,"WASILLA",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage"
"21717",87996,2018-07-21,6,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21718",87998,2018-07-20,15,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21719",87999,2018-07-21,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21720",88000,2018-07-20,22,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21721",88001,2018-07-20,35,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21722",88002,2018-07-20,11,0,0,1,0,0,"KENAI",1,"FAIRBANKS",4,55,2,"HARVEST REPORTED",3,"U","Tanana River Drainages"
"21723",88003,2018-07-17,5,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21724",88003,2018-07-18,12,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21725",88003,2018-07-19,10,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21726",88003,2018-07-23,6,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21727",88003,2018-07-25,12,0,0,0,0,0,"KENAI",1,"ANCHORAGE",4,55,0,"HARVEST REPORTED",2,"L","Anchorage"
"21728",88004,2018-07-22,0,0,0,0,0,0,"KENAI",1,"TALKEETNA",1,25,0,"HARVEST REPORTED",2,"M","East-Side Sustina Drainage"
"21729",88006,2018-07-21,5,0,0,0,0,0,"KENAI",1,"KENAI",6,75,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21730",88006,2018-07-23,3,0,0,0,0,0,"KENAI",1,"KENAI",6,75,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21731",88006,2018-07-29,1,0,0,0,0,0,"KENAI",1,"KENAI",6,75,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21732",88007,2018-07-18,8,0,0,0,0,0,"KENAI",1,"SOLDOTNA",5,65,0,"HARVEST REPORTED",2,"P","Kenai Peninsula"
"21733",88008,2018-07-20,21,0,0,0,0,1,"KASILOF DIPNET",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21734",88008,2018-07-21,24,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",3,45,0,"HARVEST REPORTED",2,"L","Anchorage"
"21735",88009,2018-07-20,7,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21736",88009,2018-07-27,9,0,0,1,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage"
"21737",88010,2018-07-19,34,0,0,0,0,0,"KASILOF DIPNET",1,"GIRDWOOD",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21738",88011,2018-07-20,14,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21739",88011,2018-07-21,16,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage"
"21740",88013,2018-07-20,22,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21741",88014,2018-07-19,12,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21742",88017,2018-07-20,18,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
"21743",88017,2018-07-21,8,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage"
